n_arms,n_steps,optimistic_init,variant,environment_seed,final_avg_reward,total_regret
10,100,True,decay=0.99999,20022,0.7,10.744547439705018
10,100,True,decay=0.99999,20023,0.82,12.460488558845224
10,100,True,decay=0.99999,20024,0.82,13.227744601409029
10,100,True,decay=0.99999,20025,0.54,24.250444306486866
10,100,True,decay=0.99999,20026,0.84,9.269482425188553
10,100,True,decay=0.99999,20027,0.41,9.668285915158322
10,100,True,decay=0.99999,20028,0.83,13.627805952828558
10,100,True,decay=0.99999,20029,0.85,13.381331695843471
10,100,False,constant,20000,0.8,9.591733185676375
10,100,False,constant,20001,0.76,25.88867133646554
10,100,False,constant,20002,0.8,15.099055553641696
10,100,False,constant,20003,0.61,21.87851301509709
10,100,False,constant,20004,0.64,17.02264069648738
10,100,False,constant,20005,0.89,11.410000989913176
10,100,False,constant,20006,0.79,7.17440677293561
10,100,False,constant,20007,0.92,4.253374949327226
10,100,False,constant,20008,0.89,7.151763013826848
10,100,False,constant,20009,0.85,5.523004530334926
10,100,False,constant,20010,0.87,8.977482372617352
10,100,False,constant,20011,0.51,36.22787029505378
10,100,False,constant,20012,0.47,45.22460519048751
10,100,False,constant,20013,0.41,32.83445975212158
10,100,False,constant,20014,0.86,11.166654442985624
10,100,False,constant,20015,0.76,16.326886634979783
10,100,False,constant,20016,0.88,10.941814205511637
10,100,False,constant,20017,0.77,19.871491223497717
10,100,False,constant,20018,0.71,17.492108823594698
10,100,False,constant,20019,0.73,11.204112244656425
10,100,False,constant,20020,0.86,4.45833720292768
10,100,False,constant,20021,0.82,9.36080566023979
10,100,False,constant,20022,0.74,6.13042214766287
10,100,False,constant,20023,0.84,7.032060030602195
10,100,False,constant,20024,0.86,7.2058251947017595
10,100,False,constant,20025,0.69,6.762655642480199
10,100,False,constant,20026,0.79,13.675144687555772
10,100,False,constant,20027,0.43,5.6718816019898135
10,100,False,constant,20028,0.71,28.96227148408375
10,100,False,constant,20029,0.92,6.935345199970619
10,100,False,decay=0.9,20000,0.85,3.7520912057800175
10,100,False,decay=0.9,20001,0.64,39.159927911204086
10,100,False,decay=0.9,20002,0.79,17.59929121577449
10,100,False,decay=0.9,20003,0.58,27.037774418787617
10,100,False,decay=0.9,20004,0.65,17.636347692197376
10,100,False,decay=0.9,20005,0.94,7.096009249677523
10,100,False,decay=0.9,20006,0.84,1.5262942100268053
10,100,False,decay=0.9,20007,0.98,1.5404999561412291
10,100,False,decay=0.9,20008,0.87,9.058229241717777
10,100,False,decay=0.9,20009,0.89,1.9554053156860167
10,100,False,decay=0.9,20010,0.86,8.50466201350854
10,100,False,decay=0.9,20011,0.51,37.80536863684788
10,100,False,decay=0.9,20012,0.27,64.73252325871694
10,100,False,decay=0.9,20013,0.31,50.05971321955548
10,100,False,decay=0.9,20014,0.94,3.836762986128158
10,100,False,decay=0.9,20015,0.36,61.90213622656194
10,100,False,decay=0.9,20016,0.79,18.438074172386965
10,100,False,decay=0.9,20017,0.72,23.48090744870527
10,100,False,decay=0.9,20018,0.73,15.883958192507338
10,100,False,decay=0.9,20019,0.81,4.6086865915124715
10,100,False,decay=0.9,20020,0.92,0.8913265537395882
10,100,False,decay=0.9,20021,0.84,8.201624561456544
10,100,False,decay=0.9,20022,0.7,10.309728676917683
10,100,False,decay=0.9,20023,0.74,17.5385764956073
10,100,False,decay=0.9,20024,0.95,0.35503777208092624
10,100,False,decay=0.9,20025,0.75,0.011474445582933868
10,100,False,decay=0.9,20026,0.57,34.22985745308823
10,100,False,decay=0.9,20027,0.33,13.829697637926127
10,100,False,decay=0.9,20028,0.44,58.56772398880688
10,100,False,decay=0.9,20029,0.97,0.0
10,100,False,decay=0.95,20000,0.85,3.7520912057800175
10,100,False,decay=0.95,20001,0.64,39.207458306995335
10,100,False,decay=0.95,20002,0.79,17.59929121577449
