n_arms,n_steps,algorithm,environment_seed,final_avg_reward,total_regret
100,100,"thompson Beta(5,5)",20011,0.53,43.80657517387607
100,100,"thompson Beta(5,5)",20012,0.44,48.728318393535524
100,100,"thompson Beta(5,5)",20013,0.48,42.03172895951138
100,100,"thompson Beta(5,5)",20014,0.62,39.96220785098504
100,100,"thompson Beta(5,5)",20015,0.64,39.196025775122976
100,100,"thompson Beta(5,5)",20016,0.59,40.36133673312906
100,100,"thompson Beta(5,5)",20017,0.52,42.24509793367517
100,100,"thompson Beta(5,5)",20018,0.59,42.52533199942733
100,100,"thompson Beta(5,5)",20019,0.52,39.834396367952635
100,100,"thompson Beta(5,5)",20020,0.56,40.34743387572024
100,100,"thompson Beta(5,5)",20021,0.54,44.04418880878109
100,100,"thompson Beta(5,5)",20022,0.59,49.28885001088694
100,100,"thompson Beta(5,5)",20023,0.48,47.126021117149165
100,100,"thompson Beta(5,5)",20024,0.6,40.767470356167834
100,100,"thompson Beta(5,5)",20025,0.68,40.14884543461395
100,100,"thompson Beta(5,5)",20026,0.56,45.1868834618139
100,100,"thompson Beta(5,5)",20027,0.57,40.59618302755031
100,100,"thompson Beta(5,5)",20028,0.57,46.86069725024191
100,100,"thompson Beta(5,5)",20029,0.46,41.248273857057676
100,100,ucb(c=0.003),20000,0.45,48.56612132094452
100,100,ucb(c=0.003),20001,0.52,47.92210105514841
100,100,ucb(c=0.003),20002,0.49,49.79072916095559
100,100,ucb(c=0.003),20003,0.49,50.54236242917753
100,100,ucb(c=0.003),20004,0.42,51.91626848200373
100,100,ucb(c=0.003),20005,0.49,50.90019078733949
100,100,ucb(c=0.003),20006,0.55,47.91404633813167
100,100,ucb(c=0.003),20007,0.5,47.07208168790943
100,100,ucb(c=0.003),20008,0.53,48.009505642112465
100,100,ucb(c=0.003),20009,0.54,47.13352885688356
100,100,ucb(c=0.003),20010,0.51,48.972528656419406
100,100,ucb(c=0.003),20011,0.53,54.15789911342642
100,100,ucb(c=0.003),20012,0.41,51.336347572353766
100,100,ucb(c=0.003),20013,0.47,48.5851272289914
100,100,ucb(c=0.003),20014,0.57,44.95073521818066
100,100,ucb(c=0.003),20015,0.56,45.98516339238063
100,100,ucb(c=0.003),20016,0.57,47.38675176552365
100,100,ucb(c=0.003),20017,0.47,48.40936416403288
100,100,ucb(c=0.003),20018,0.48,49.37696907236953
100,100,ucb(c=0.003),20019,0.49,48.31033814608527
100,100,ucb(c=0.003),20020,0.54,45.96020961946348
100,100,ucb(c=0.003),20021,0.43,51.5683589883782
100,100,ucb(c=0.003),20022,0.44,53.993613800503205
100,100,ucb(c=0.003),20023,0.4,49.12491687535555
100,100,ucb(c=0.003),20024,0.44,50.07532534385011
100,100,ucb(c=0.003),20025,0.62,47.6408433523575
100,100,ucb(c=0.003),20026,0.42,50.370942054924924
100,100,ucb(c=0.003),20027,0.49,49.60079600729201
100,100,ucb(c=0.003),20028,0.46,51.202467474079
100,100,ucb(c=0.003),20029,0.46,46.895537528282645
100,1000,epsgreedy const,20000,0.862,124.06979165381073
100,1000,epsgreedy const,20001,0.797,210.6372154770472
100,1000,epsgreedy const,20002,0.879,106.14633065347945
100,1000,epsgreedy const,20003,0.911,84.82120755179751
100,1000,epsgreedy const,20004,0.868,125.28673737746189
100,1000,epsgreedy const,20005,0.855,138.9601231769573
100,1000,epsgreedy const,20006,0.917,75.1626333396312
100,1000,epsgreedy const,20007,0.851,127.79499767349931
100,1000,epsgreedy const,20008,0.862,139.63987607820007
100,1000,epsgreedy const,20009,0.901,94.08410322067967
100,1000,epsgreedy const,20010,0.874,117.98847147355916
100,1000,epsgreedy const,20011,0.886,111.37150995628042
100,1000,epsgreedy const,20012,0.895,99.15555136005148
100,1000,epsgreedy const,20013,0.843,154.63268250831084
100,1000,epsgreedy const,20014,0.898,91.11718015681797
100,1000,epsgreedy const,20015,0.858,119.85682396626548
100,1000,epsgreedy const,20016,0.89,102.32872847469962
100,1000,epsgreedy const,20017,0.861,118.7706477732346
100,1000,epsgreedy const,20018,0.89,99.54563821249708
100,1000,epsgreedy const,20019,0.844,146.61959856508315
100,1000,epsgreedy const,20020,0.868,110.32004491316414
100,1000,epsgreedy const,20021,0.916,65.60340933217823
100,1000,epsgreedy const,20022,0.902,97.35197345509376
100,1000,epsgreedy const,20023,0.881,93.26060718254747
100,1000,epsgreedy const,20024,0.847,151.7011174992334
100,1000,epsgreedy const,20025,0.898,91.53990590712326
100,1000,epsgreedy const,20026,0.834,179.78739213879135
100,1000,epsgreedy const,20027,0.835,158.00778393734524
100,1000,epsgreedy const,20028,0.915,78.65791494974415
100,1000,epsgreedy const,20029,0.877,103.90288845646052
100,1000,epsgreedy optimistic decay=0.90,20000,0.893,91.96733124768318
100,1000,epsgreedy optimistic decay=0.90,20001,0.901,102.90155776958626
100,1000,epsgreedy optimistic decay=0.90,20002,0.887,102.37206041100191
100,1000,epsgreedy optimistic decay=0.90,20003,0.901,90.98773676837804
100,1000,epsgreedy optimistic decay=0.90,20004,0.901,93.67292922945201
100,1000,epsgreedy optimistic decay=0.90,20005,0.899,83.56459995848313
100,1000,epsgreedy optimistic decay=0.90,20006,0.899,107.7470631783372
100,1000,epsgreedy optimistic decay=0.90,20007,0.895,91.6527802395605
100,1000,epsgreedy optimistic decay=0.90,20008,0.897,93.29549293924798
100,1000,epsgreedy optimistic decay=0.90,20009,0.889,104.98363620824702
100,1000,epsgreedy optimistic decay=0.90,20010,0.888,104.63152590791815
100,1000,epsgreedy optimistic decay=0.90,20011,0.901,91.79806485052383
100,1000,epsgreedy optimistic decay=0.90,20012,0.902,91.89205561819922
100,1000,epsgreedy optimistic decay=0.90,20013,0.899,93.94566588211212
100,1000,epsgreedy optimistic decay=0.90,20014,0.899,91.07233021464887
100,1000,epsgreedy optimistic decay=0.90,20015,0.894,91.5238202235755
100,1000,epsgreedy optimistic decay=0.90,20016,0.901,98.35745706301354
100,1000,epsgreedy optimistic decay=0.90,20017,0.889,84.49553604301431
100,1000,epsgreedy optimistic decay=0.90,20018,0.901,99.79279095821182
100,1000,epsgreedy optimistic decay=0.90,20019,0.89,104.46279692147444
100,1000,epsgreedy optimistic decay=0.90,20020,0.895,94.55959439105115
100,1000,epsgreedy optimistic decay=0.90,20021,0.889,96.13710387598037
100,1000,epsgreedy optimistic decay=0.90,20022,0.898,99.75016076546414
100,1000,epsgreedy optimistic decay=0.90,20023,0.889,90.36096230958144
100,1000,epsgreedy optimistic decay=0.90,20024,0.9,102.28190659512303
100,1000,epsgreedy optimistic decay=0.90,20025,0.89,96.4381449132838
100,1000,epsgreedy optimistic decay=0.90,20026,0.901,98.84881013465748
100,1000,epsgreedy optimistic decay=0.90,20027,0.895,92.62508128286281
100,1000,epsgreedy optimistic decay=0.90,20028,0.892,95.844865917085
100,1000,epsgreedy optimistic decay=0.90,20029,0.894,90.56650699619867
100,1000,"thompson Beta(5,5)",20000,0.879,100.41570156431382
100,1000,"thompson Beta(5,5)",20001,0.894,106.82638643961418
100,1000,"thompson Beta(5,5)",20002,0.929,67.36497217273975
100,1000,"thompson Beta(5,5)",20003,0.893,112.46939172442656
100,1000,"thompson Beta(5,5)",20004,0.833,157.35608278840436
100,1000,"thompson Beta(5,5)",20005,0.874,115.20114955301362
100,1000,"thompson Beta(5,5)",20006,0.907,93.74179079971226
100,1000,"thompson Beta(5,5)",20007,0.885,114.98960119177616
100,1000,"thompson Beta(5,5)",20008,0.875,122.13411074202155
100,1000,"thompson Beta(5,5)",20009,0.877,110.71166712494431
100,1000,"thompson Beta(5,5)",20010,0.885,117.59501984334479
100,1000,"thompson Beta(5,5)",20011,0.911,87.36655675988764
100,1000,"thompson Beta(5,5)",20012,0.904,87.93969631520828
100,1000,"thompson Beta(5,5)",20013,0.854,132.2214019111547
100,1000,"thompson Beta(5,5)",20014,0.895,94.49308139693771
100,1000,"thompson Beta(5,5)",20015,0.895,94.26242839176084
100,1000,"thompson Beta(5,5)",20016,0.923,75.82248446390989
100,1000,"thompson Beta(5,5)",20017,0.895,86.25582486337753
100,1000,"thompson Beta(5,5)",20018,0.883,120.01277960924091
100,1000,"thompson Beta(5,5)",20019,0.907,76.04730918514069
100,1000,"thompson Beta(5,5)",20020,0.88,108.05058625698949
100,1000,"thompson Beta(5,5)",20021,0.872,108.27237694264736
100,1000,"thompson Beta(5,5)",20022,0.868,136.32124718583435
100,1000,"thompson Beta(5,5)",20023,0.87,111.94338201886784
100,1000,"thompson Beta(5,5)",20024,0.892,105.64852268231016
100,1000,"thompson Beta(5,5)",20025,0.864,140.40359654161273
100,1000,"thompson Beta(5,5)",20026,0.848,166.68299016233
100,1000,"thompson Beta(5,5)",20027,0.872,113.4641101077007
100,1000,"thompson Beta(5,5)",20028,0.899,91.9024091320411
100,1000,"thompson Beta(5,5)",20029,0.89,87.53480077063669
100,1000,ucb(c=0.003),20000,0.89,89.23810401003529
100,1000,ucb(c=0.003),20001,0.901,95.38368961022749
100,1000,ucb(c=0.003),20002,0.892,90.74156723656606
100,1000,ucb(c=0.003),20003,0.899,101.63223260176187
100,1000,ucb(c=0.003),20004,0.901,95.5542634965939
100,1000,ucb(c=0.003),20005,0.899,92.25534642399118
100,1000,ucb(c=0.003),20006,0.899,112.77730793466813
100,1000,ucb(c=0.003),20007,0.893,97.79456195034014
100,1000,ucb(c=0.003),20008,0.898,95.67873423906939
100,1000,ucb(c=0.003),20009,0.888,98.5291840950541
100,1000,ucb(c=0.003),20010,0.898,104.41680677162009
100,1000,ucb(c=0.003),20011,0.9,100.7646351808293
100,1000,ucb(c=0.003),20012,0.902,92.41272207649679
100,1000,ucb(c=0.003),20013,0.899,92.68381726302566
100,1000,ucb(c=0.003),20014,0.899,96.89637820978832
100,1000,ucb(c=0.003),20015,0.894,85.74476297450185
100,1000,ucb(c=0.003),20016,0.901,105.31429891821097
100,1000,ucb(c=0.003),20017,0.882,95.01574610488224
100,1000,ucb(c=0.003),20018,0.901,99.144009498404
100,1000,ucb(c=0.003),20019,0.897,88.1407750702514
100,1000,ucb(c=0.003),20020,0.894,101.64209691176578
100,1000,ucb(c=0.003),20021,0.889,91.33790410364054
100,1000,ucb(c=0.003),20022,0.897,93.8985186098102
100,1000,ucb(c=0.003),20023,0.889,81.23361055402982
100,1000,ucb(c=0.003),20024,0.9,88.69279620314043
100,1000,ucb(c=0.003),20025,0.854,133.33775933204717
100,1000,ucb(c=0.003),20026,0.9,92.79439527814624
100,1000,ucb(c=0.003),20027,0.889,95.15040332991758
100,1000,ucb(c=0.003),20028,0.895,91.43770922390765
100,1000,ucb(c=0.003),20029,0.895,87.31217077886461
100,10000,epsgreedy const,20000,0.9187,694.3547907234082
100,10000,epsgreedy const,20001,0.9339,656.3993286901547
100,10000,epsgreedy const,20002,0.9278,560.026300946733
100,10000,epsgreedy const,20003,0.9432,535.7306460793554
100,10000,epsgreedy const,20004,0.9385,610.0571741630174
100,10000,epsgreedy const,20005,0.9098,835.4367056853121
100,10000,epsgreedy const,20006,0.9422,535.6307697302676
100,10000,epsgreedy const,20007,0.9288,593.1434718501874
100,10000,epsgreedy const,20008,0.9259,657.6913128554354
100,10000,epsgreedy const,20009,0.9289,574.45418354995
100,10000,epsgreedy const,20010,0.9357,583.0895788335051
100,10000,epsgreedy const,20011,0.938,606.0763375941373
100,10000,epsgreedy const,20012,0.939,601.12884998864
100,10000,epsgreedy const,20013,0.9359,626.0979016641276
100,10000,epsgreedy const,20014,0.9406,519.07124870089
100,10000,epsgreedy const,20015,0.9129,734.7629651966727
100,10000,epsgreedy const,20016,0.9378,607.7828424903626
100,10000,epsgreedy const,20017,0.9154,581.7630755445108
100,10000,epsgreedy const,20018,0.9344,560.9504495819413
100,10000,epsgreedy const,20019,0.9307,611.2861663633179
100,10000,epsgreedy const,20020,0.9352,547.4885391902147
100,10000,epsgreedy const,20021,0.922,643.6497138375543
100,10000,epsgreedy const,20022,0.9323,575.9577553022039
100,10000,epsgreedy const,20023,0.9281,551.7504734942853
100,10000,epsgreedy const,20024,0.9368,632.4629483934395
100,10000,epsgreedy const,20025,0.9258,568.5374826409221
100,10000,epsgreedy const,20026,0.9255,720.2263581267458
100,10000,epsgreedy const,20027,0.9345,579.6827159488221
100,10000,epsgreedy const,20028,0.9311,584.3463356041577
100,10000,epsgreedy const,20029,0.9217,669.2014294151891
100,10000,epsgreedy optimistic decay=0.90,20000,0.98,91.96733124768318
100,10000,epsgreedy optimistic decay=0.90,20001,0.9895,102.90155776958626
100,10000,epsgreedy optimistic decay=0.90,20002,0.9622,228.06487785560287
100,10000,epsgreedy optimistic decay=0.90,20003,0.9895,90.98773676837804
100,10000,epsgreedy optimistic decay=0.90,20004,0.9888,93.67292922945201
100,10000,epsgreedy optimistic decay=0.90,20005,0.9863,83.56459995848313
100,10000,epsgreedy optimistic decay=0.90,20006,0.9846,136.48367045270518
100,10000,epsgreedy optimistic decay=0.90,20007,0.9768,110.1546155078991
100,10000,epsgreedy optimistic decay=0.90,20008,0.9827,93.29549293924798
100,10000,epsgreedy optimistic decay=0.90,20009,0.9742,125.48456997676053
100,10000,epsgreedy optimistic decay=0.90,20010,0.9698,246.6545048744342
100,10000,epsgreedy optimistic decay=0.90,20011,0.9894,91.79806485052383
100,10000,epsgreedy optimistic decay=0.90,20012,0.9887,92.51266033689872
100,10000,epsgreedy optimistic decay=0.90,20013,0.9879,93.94566588211212
100,10000,epsgreedy optimistic decay=0.90,20014,0.9824,91.62861877476956
100,10000,epsgreedy optimistic decay=0.90,20015,0.9783,91.5238202235755
100,10000,epsgreedy optimistic decay=0.90,20016,0.9892,98.35745706301354
100,10000,epsgreedy optimistic decay=0.90,20017,0.9615,101.90653027452558
100,10000,epsgreedy optimistic decay=0.90,20018,0.9829,99.79279095821182
100,10000,epsgreedy optimistic decay=0.90,20019,0.9803,104.46279692147444
100,10000,epsgreedy optimistic decay=0.90,20020,0.9816,94.55959439105115
100,10000,epsgreedy optimistic decay=0.90,20021,0.9702,170.07092252496213
100,10000,epsgreedy optimistic decay=0.90,20022,0.9804,99.75016076546414
100,10000,epsgreedy optimistic decay=0.90,20023,0.9751,90.36096230958144
100,10000,epsgreedy optimistic decay=0.90,20024,0.9894,102.28190659512303
100,10000,epsgreedy optimistic decay=0.90,20025,0.9716,96.4381449132838
100,10000,epsgreedy optimistic decay=0.90,20026,0.9853,98.84881013465748
100,10000,epsgreedy optimistic decay=0.90,20027,0.9822,97.53641747986005
100,10000,epsgreedy optimistic decay=0.90,20028,0.9806,95.844865917085
100,10000,epsgreedy optimistic decay=0.90,20029,0.9804,90.56650699619867
100,10000,"thompson Beta(5,5)",20000,0.9582,297.54907642803715
100,10000,"thompson Beta(5,5)",20001,0.9637,361.09708772793107
100,10000,"thompson Beta(5,5)",20002,0.9792,67.56664379277217
100,10000,"thompson Beta(5,5)",20003,0.9827,171.78523146308473
100,10000,"thompson Beta(5,5)",20004,0.973,248.85633676223824
100,10000,"thompson Beta(5,5)",20005,0.9838,115.20114955301362
100,10000,"thompson Beta(5,5)",20006,0.9847,127.43915301140943
100,10000,"thompson Beta(5,5)",20007,0.95,416.30221664617807
100,10000,"thompson Beta(5,5)",20008,0.9519,401.9645835822731
100,10000,"thompson Beta(5,5)",20009,0.9555,311.62547408667143
100,10000,"thompson Beta(5,5)",20010,0.9853,117.59501984334479
100,10000,"thompson Beta(5,5)",20011,0.9904,87.36655675988764
100,10000,"thompson Beta(5,5)",20012,0.9889,87.93969631520828
100,10000,"thompson Beta(5,5)",20013,0.946,521.4893817261233
100,10000,"thompson Beta(5,5)",20014,0.9545,372.5696511806
100,10000,"thompson Beta(5,5)",20015,0.9595,263.80813314785826
100,10000,"thompson Beta(5,5)",20016,0.9721,289.4185402530915
100,10000,"thompson Beta(5,5)",20017,0.9621,103.94818249498695
100,10000,"thompson Beta(5,5)",20018,0.9683,265.96297280148707
100,10000,"thompson Beta(5,5)",20019,0.9713,185.7897547981608
100,10000,"thompson Beta(5,5)",20020,0.9644,262.7890138108504
100,10000,"thompson Beta(5,5)",20021,0.9684,182.58120581120025
100,10000,"thompson Beta(5,5)",20022,0.9719,191.81609999201174
100,10000,"thompson Beta(5,5)",20023,0.9557,291.9694379817572
100,10000,"thompson Beta(5,5)",20024,0.9709,274.88302299292917
100,10000,"thompson Beta(5,5)",20025,0.9578,263.2608199035284
100,10000,"thompson Beta(5,5)",20026,0.9553,435.70463714851513
100,10000,"thompson Beta(5,5)",20027,0.9293,627.3367061627254
100,10000,"thompson Beta(5,5)",20028,0.9813,91.9024091320411
100,10000,"thompson Beta(5,5)",20029,0.9569,328.0975715691518
100,10000,ucb(c=0.003),20000,0.9797,89.23810401003529
100,10000,ucb(c=0.003),20001,0.9895,95.38368961022749
100,10000,ucb(c=0.003),20002,0.9756,90.74156723656606
100,10000,ucb(c=0.003),20003,0.985,132.18551288125985
100,10000,ucb(c=0.003),20004,0.9888,95.5542634965939
100,10000,ucb(c=0.003),20005,0.9863,92.25534642399118
100,10000,ucb(c=0.003),20006,0.9844,141.83730558816072
100,10000,ucb(c=0.003),20007,0.9766,116.29639721867873
100,10000,ucb(c=0.003),20008,0.9828,95.67873423906939
100,10000,ucb(c=0.003),20009,0.974,119.85767849275531
100,10000,ucb(c=0.003),20010,0.9866,104.41680677162009
100,10000,ucb(c=0.003),20011,0.9893,100.7646351808293
100,10000,ucb(c=0.003),20012,0.9883,100.20299365836472
100,10000,ucb(c=0.003),20013,0.9879,92.68381726302566
100,10000,ucb(c=0.003),20014,0.9825,96.89637820978832
100,10000,ucb(c=0.003),20015,0.9783,85.74476297450185
100,10000,ucb(c=0.003),20016,0.9892,105.31429891821097
100,10000,ucb(c=0.003),20017,0.953,175.21485241950455
100,10000,ucb(c=0.003),20018,0.9829,99.1479045096935
100,10000,ucb(c=0.003),20019,0.981,88.1407750702514
100,10000,ucb(c=0.003),20020,0.9815,101.64209691176578
100,10000,ucb(c=0.003),20021,0.9702,165.45772805634368
100,10000,ucb(c=0.003),20022,0.9803,93.8985186098102
100,10000,ucb(c=0.003),20023,0.9751,81.23361055402982
100,10000,ucb(c=0.003),20024,0.9894,88.69279620314043
100,10000,ucb(c=0.003),20025,0.9279,543.6990130287566
100,10000,ucb(c=0.003),20026,0.9852,92.79439527814624
100,10000,ucb(c=0.003),20027,0.9816,100.06173952691482
100,10000,ucb(c=0.003),20028,0.9802,95.95123333478433
100,10000,ucb(c=0.003),20029,0.9805,87.31217077886461
1000,100,epsgreedy const,20000,0.54,37.97113392746736
1000,100,epsgreedy const,20001,0.86,19.783088762686354
1000,100,epsgreedy const,20002,0.55,49.21431056241562
1000,100,epsgreedy const,20003,0.59,36.37034970862837
1000,100,epsgreedy const,20004,0.73,23.22592214111374
1000,100,epsgreedy const,20005,0.81,16.228172858079848
1000,100,epsgreedy const,20006,0.56,39.63533520496802
1000,100,epsgreedy const,20007,0.55,46.73008532316083
1000,100,epsgreedy const,20008,0.77,25.532113970446773
1000,100,epsgreedy const,20009,0.77,21.17891518112384
1000,100,epsgreedy const,20010,0.84,18.651843687947455
1000,100,epsgreedy const,20011,0.79,20.848625005689595
1000,100,epsgreedy const,20012,0.62,32.615181140716466
1000,100,epsgreedy const,20013,0.77,17.517099212145908
1000,100,epsgreedy const,20014,0.84,14.606314494330963
1000,100,epsgreedy const,20015,0.85,14.66614870252923
1000,100,epsgreedy const,20016,0.54,47.74250497576476
1000,100,epsgreedy const,20017,0.59,41.29557471934857
1000,100,epsgreedy const,20018,0.71,29.76248708720029
1000,100,epsgreedy const,20019,0.88,9.347816991626877
1000,100,epsgreedy const,20020,0.87,8.469459880638137
1000,100,epsgreedy const,20021,0.87,11.199987492120448
1000,100,epsgreedy const,20022,0.82,22.238106924763613
1000,100,epsgreedy const,20023,0.43,48.69239366373368
1000,100,epsgreedy const,20024,0.9,8.209418068944359
1000,100,epsgreedy const,20025,0.81,30.911577088171224
1000,100,epsgreedy const,20026,0.64,36.65291642711158
1000,100,epsgreedy const,20027,0.74,22.74335925473306
1000,100,epsgreedy const,20028,0.56,39.64439127311644
1000,100,epsgreedy const,20029,0.8,18.71710477220036
1000,100,epsgreedy optimistic decay=0.90,20000,0.43,51.22816442123724
1000,100,epsgreedy optimistic decay=0.90,20001,0.53,45.43569674135847
1000,100,epsgreedy optimistic decay=0.90,20002,0.47,49.5485176482099
1000,100,epsgreedy optimistic decay=0.90,20003,0.49,49.81161403555602
1000,100,epsgreedy optimistic decay=0.90,20004,0.5,48.81248339420475
1000,100,epsgreedy optimistic decay=0.90,20005,0.48,49.45293252658057
1000,100,epsgreedy optimistic decay=0.90,20006,0.5,52.97469137329535
1000,100,epsgreedy optimistic decay=0.90,20007,0.44,51.25014902555748
1000,100,epsgreedy optimistic decay=0.90,20008,0.6,49.43957884776828
1000,100,epsgreedy optimistic decay=0.90,20009,0.56,42.40764599513208
1000,100,epsgreedy optimistic decay=0.90,20010,0.48,48.12518352829005
1000,100,epsgreedy optimistic decay=0.90,20011,0.6,43.86717011543665
1000,100,epsgreedy optimistic decay=0.90,20012,0.49,50.48138207823361
1000,100,epsgreedy optimistic decay=0.90,20013,0.48,46.12044001923102
1000,100,epsgreedy optimistic decay=0.90,20014,0.53,44.67151088484223
1000,100,epsgreedy optimistic decay=0.90,20015,0.51,51.38398466966754
1000,100,epsgreedy optimistic decay=0.90,20016,0.52,46.23908444152142
1000,100,epsgreedy optimistic decay=0.90,20017,0.48,49.7649214309072
1000,100,epsgreedy optimistic decay=0.90,20018,0.61,42.86187713148083
1000,100,epsgreedy optimistic decay=0.90,20019,0.4,50.78710290751124
1000,100,epsgreedy optimistic decay=0.90,20020,0.52,52.44319657435723
1000,100,epsgreedy optimistic decay=0.90,20021,0.52,51.480156349101286
1000,100,epsgreedy optimistic decay=0.90,20022,0.52,45.63489544682487
1000,100,epsgreedy optimistic decay=0.90,20023,0.5,47.975198319512636
1000,100,epsgreedy optimistic decay=0.90,20024,0.52,44.14830204071443
1000,100,epsgreedy optimistic decay=0.90,20025,0.56,50.50424298371763
1000,100,epsgreedy optimistic decay=0.90,20026,0.5,49.941194542488184
1000,100,epsgreedy optimistic decay=0.90,20027,0.4,53.079013893935695
1000,100,epsgreedy optimistic decay=0.90,20028,0.56,50.60326462639025
1000,100,epsgreedy optimistic decay=0.90,20029,0.5,51.12731052756444
1000,100,"thompson Beta(5,5)",20000,0.37,57.35515112800886
1000,100,"thompson Beta(5,5)",20001,0.49,50.64841827528018
1000,100,"thompson Beta(5,5)",20002,0.51,49.422501891801254
1000,100,"thompson Beta(5,5)",20003,0.48,46.95887272838214
1000,100,"thompson Beta(5,5)",20004,0.45,55.413776228351615
1000,100,"thompson Beta(5,5)",20005,0.58,45.88385606060536
1000,100,"thompson Beta(5,5)",20006,0.51,46.91993187633638
1000,100,"thompson Beta(5,5)",20007,0.51,52.850337624668015
1000,100,"thompson Beta(5,5)",20008,0.48,51.94212769810063
1000,100,"thompson Beta(5,5)",20009,0.52,51.66158672811951
1000,100,"thompson Beta(5,5)",20010,0.54,42.812841316932506
1000,100,"thompson Beta(5,5)",20011,0.47,47.596546998221335
1000,100,"thompson Beta(5,5)",20012,0.44,49.715018111635885
1000,100,"thompson Beta(5,5)",20013,0.51,50.48708085035817
1000,100,"thompson Beta(5,5)",20014,0.54,48.427520026071356
1000,100,"thompson Beta(5,5)",20015,0.53,53.63818432950005
1000,100,"thompson Beta(5,5)",20016,0.52,51.539044485594815
1000,100,"thompson Beta(5,5)",20017,0.52,49.41720626566296
1000,100,"thompson Beta(5,5)",20018,0.57,47.514640366903386
1000,100,"thompson Beta(5,5)",20019,0.4,48.25277836303532
1000,100,"thompson Beta(5,5)",20020,0.49,52.86457386411059
1000,100,"thompson Beta(5,5)",20021,0.56,44.089074218070806
1000,100,"thompson Beta(5,5)",20022,0.57,48.38650198889172
1000,100,"thompson Beta(5,5)",20023,0.38,53.1485560252975
1000,100,"thompson Beta(5,5)",20024,0.46,47.162882976060466
1000,100,"thompson Beta(5,5)",20025,0.62,49.89328225921927
1000,100,"thompson Beta(5,5)",20026,0.52,49.093576160774866
1000,100,"thompson Beta(5,5)",20027,0.44,53.19167020721413
1000,100,"thompson Beta(5,5)",20028,0.49,48.834134979767974
1000,100,"thompson Beta(5,5)",20029,0.49,46.0119020961463
1000,100,ucb(c=0.003),20000,0.45,49.440190033372915
1000,100,ucb(c=0.003),20001,0.52,47.92210105514841
1000,100,ucb(c=0.003),20002,0.49,51.204299409022155
1000,100,ucb(c=0.003),20003,0.49,50.54236242917753
1000,100,ucb(c=0.003),20004,0.42,52.00571646164039
1000,100,ucb(c=0.003),20005,0.49,51.21727622326706
1000,100,ucb(c=0.003),20006,0.55,48.20417975025172
1000,100,ucb(c=0.003),20007,0.5,48.03545953585827
1000,100,ucb(c=0.003),20008,0.53,48.567819174460205
1000,100,ucb(c=0.003),20009,0.54,48.54861346892907
1000,100,ucb(c=0.003),20010,0.51,49.28681894876907
1000,100,ucb(c=0.003),20011,0.53,54.20315598621952
1000,100,ucb(c=0.003),20012,0.41,51.415342931256674
1000,100,ucb(c=0.003),20013,0.47,48.81534214815985
1000,100,ucb(c=0.003),20014,0.57,45.58934705617603
1000,100,ucb(c=0.003),20015,0.56,46.762411852770825
1000,100,ucb(c=0.003),20016,0.57,47.4420241959916
1000,100,ucb(c=0.003),20017,0.47,51.23066556389183
1000,100,ucb(c=0.003),20018,0.48,50.07398287943673
1000,100,ucb(c=0.003),20019,0.49,49.28853706078681
1000,100,ucb(c=0.003),20020,0.54,46.733021494493336
1000,100,ucb(c=0.003),20021,0.43,52.86207078673251
1000,100,ucb(c=0.003),20022,0.44,54.74596425157601
1000,100,ucb(c=0.003),20023,0.4,50.65644616056299
1000,100,ucb(c=0.003),20024,0.44,50.11512620978469
1000,100,ucb(c=0.003),20025,0.62,49.507723948204614
1000,100,ucb(c=0.003),20026,0.42,51.043296112554266
1000,100,ucb(c=0.003),20027,0.49,50.35139028901097
1000,100,ucb(c=0.003),20028,0.46,52.01146300435389
1000,100,ucb(c=0.003),20029,0.46,47.790132816448995
1000,1000,epsgreedy const,20000,0.846,141.04405914801842
1000,1000,epsgreedy const,20001,0.884,121.75902850294915
1000,1000,epsgreedy const,20002,0.826,174.52988912772707
1000,1000,epsgreedy const,20003,0.865,122.63877615585768
1000,1000,epsgreedy const,20004,0.866,126.03401253635504
1000,1000,epsgreedy const,20005,0.895,98.70728622181218
1000,1000,epsgreedy const,20006,0.831,171.74466199953994
1000,1000,epsgreedy const,20007,0.851,159.372293175326
1000,1000,epsgreedy const,20008,0.891,102.73747726306553
1000,1000,epsgreedy const,20009,0.874,127.01406999664948
1000,1000,epsgreedy const,20010,0.898,111.21024321846953
1000,1000,epsgreedy const,20011,0.869,142.5708057637852
1000,1000,epsgreedy const,20012,0.827,169.2509519025653
1000,1000,epsgreedy const,20013,0.879,115.75979056809628
1000,1000,epsgreedy const,20014,0.876,122.71472569574493
1000,1000,epsgreedy const,20015,0.882,111.93195539132917
1000,1000,epsgreedy const,20016,0.845,167.34113226753988
1000,1000,epsgreedy const,20017,0.815,188.75538219507786
1000,1000,epsgreedy const,20018,0.875,128.8109356231317
1000,1000,epsgreedy const,20019,0.907,98.3708990554966
1000,1000,epsgreedy const,20020,0.895,107.4641220918806
1000,1000,epsgreedy const,20021,0.91,83.77939429745226
1000,1000,epsgreedy const,20022,0.887,118.49002447171168
1000,1000,epsgreedy const,20023,0.778,216.02407833897536
1000,1000,epsgreedy const,20024,0.898,102.3893228165567
1000,1000,epsgreedy const,20025,0.87,147.8339325278314
1000,1000,epsgreedy const,20026,0.878,137.47055245080935
1000,1000,epsgreedy const,20027,0.859,140.36007832798344
1000,1000,epsgreedy const,20028,0.859,136.5936884064442
1000,1000,epsgreedy const,20029,0.855,140.20656280107875
